HOG	OG	Gene Tree Parent Clade	Acinetobacter_baumannii_17978	Acinetobacter_baumannii_19606	Acinetobacter_baumannii_19606_RS	Acinetobacter_baumannii_AB30	Acinetobacter_baumannii_AB30_RS
N0.HOG0003111	OG0003035	n0		GO593_11900	GO593_RS11900	IX87_05775	IX87_RS05630
N0.HOG0003112	OG0003036	n0		GO593_12085	GO593_RS12085	IX87_18550	IX87_RS18215
N0.HOG0003113	OG0003037	n0		GO593_12240, GO593_12145	GO593_RS12240, GO593_RS12145		
N0.HOG0003114	OG0003038	n0		GO593_12220	GO593_RS12220	IX87_19715	IX87_RS19355
N0.HOG0003115	OG0003039	n0		GO593_12225	GO593_RS12225	IX87_19725	IX87_RS19365
N0.HOG0003116	OG0003040	n0		GO593_12230	GO593_RS12230	IX87_19730	IX87_RS19370
N0.HOG0003117	OG0003041	n0		GO593_12565	GO593_RS12565	IX87_05160	IX87_RS05030
N0.HOG0003118	OG0003042	n0		GO593_12605	GO593_RS12605	IX87_05120	IX87_RS04990
N0.HOG0003119	OG0003043	n0		GO593_12650	GO593_RS12650	IX87_00255	IX87_RS00240
N0.HOG0003120	OG0003044	n0		GO593_12915	GO593_RS12915	IX87_04745	IX87_RS04620
N0.HOG0003121	OG0003045	n0		GO593_13130	GO593_RS13130	IX87_04505	IX87_RS04380
N0.HOG0003122	OG0003046	n0		GO593_13220	GO593_RS13220	IX87_04420	IX87_RS04295
N0.HOG0003123	OG0003047	n0		GO593_13330	GO593_RS13330	IX87_10620	IX87_RS10370
N0.HOG0003124	OG0003048	n0		GO593_13345	GO593_RS13345	IX87_07845	IX87_RS07645
N0.HOG0003125	OG0003049	n0		GO593_13355	GO593_RS13355	IX87_08430	IX87_RS08210
N0.HOG0003126	OG0003050	n0		GO593_13360	GO593_RS13360	IX87_01485	IX87_RS01430
N0.HOG0003127	OG0003051	n0		GO593_13370	GO593_RS13370	IX87_01470	IX87_RS01415
N0.HOG0003128	OG0003052	n0		GO593_13380	GO593_RS13380	IX87_21360	IX87_RS20965
N0.HOG0003129	OG0003053	n0		GO593_13385	GO593_RS13385	IX87_07830	IX87_RS07630
N0.HOG0003130	OG0003054	n0		GO593_13390	GO593_RS13390	IX87_07825	IX87_RS07625
N0.HOG0003131	OG0003055	n0		GO593_13650	GO593_RS13650	IX87_04285	IX87_RS04165
N0.HOG0003132	OG0003056	n0		GO593_13990	GO593_RS13990	IX87_03855	IX87_RS03750
N0.HOG0003133	OG0003057	n0		GO593_14175	GO593_RS14175	IX87_04225	IX87_RS04110
N0.HOG0003134	OG0003058	n0		GO593_14210	GO593_RS14210	IX87_03675	IX87_RS03575
N0.HOG0003135	OG0003059	n0		GO593_14215	GO593_RS14215	IX87_03670	IX87_RS03570
N0.HOG0003136	OG0003060	n0		GO593_14220	GO593_RS14220	IX87_03665	IX87_RS03565
N0.HOG0003137	OG0003061	n0		GO593_14225	GO593_RS14225	IX87_03660	IX87_RS22790
N0.HOG0003138	OG0003062	n0		GO593_14230	GO593_RS14230	IX87_03655	IX87_RS22785
N0.HOG0003139	OG0003063	n0		GO593_14235	GO593_RS14235	IX87_03650	IX87_RS03550
N0.HOG0003140	OG0003064	n0		GO593_14240	GO593_RS14240	IX87_03645	IX87_RS03545
N0.HOG0003141	OG0003065	n0		GO593_14250	GO593_RS14250	IX87_03635	IX87_RS03540
N0.HOG0003142	OG0003066	n0		GO593_14255	GO593_RS14255	IX87_03630	IX87_RS03535
N0.HOG0003143	OG0003067	n0		GO593_14265	GO593_RS14265	IX87_03620	IX87_RS03525
N0.HOG0003144	OG0003068	n0		GO593_14345	GO593_RS14345	IX87_03540	IX87_RS03445
N0.HOG0003145	OG0003069	n0		GO593_14350	GO593_RS14350	IX87_03535	IX87_RS03440
N0.HOG0003146	OG0003070	n0		GO593_14370	GO593_RS14370	IX87_03500	IX87_RS03405
N0.HOG0003147	OG0003071	n0		GO593_14375	GO593_RS14375	IX87_03495	IX87_RS03400
N0.HOG0003148	OG0003072	n0		GO593_14380	GO593_RS14380	IX87_03490	IX87_RS03395
N0.HOG0003149	OG0003073	n0		GO593_14405	GO593_RS14405	IX87_03465	IX87_RS03370
N0.HOG0003150	OG0003074	n0		GO593_14410	GO593_RS14410	IX87_03460	IX87_RS03365
N0.HOG0003151	OG0003075	n0		GO593_14415	GO593_RS14415	IX87_03455	IX87_RS03360
N0.HOG0003152	OG0003076	n0		GO593_14540	GO593_RS14540	IX87_03315	IX87_RS03220
N0.HOG0003153	OG0003077	n0		GO593_14775	GO593_RS14775	IX87_03070	IX87_RS22760
N0.HOG0003154	OG0003078	n0		GO593_14865	GO593_RS14865	IX87_02965	IX87_RS02870
N0.HOG0003155	OG0003079	n0		GO593_15285	GO593_RS19180	IX87_02545	IX87_RS23190
N0.HOG0003156	OG0003080	n0		GO593_15330	GO593_RS15330	IX87_02500	IX87_RS02410
N0.HOG0003157	OG0003081	n0		GO593_15865	GO593_RS15865	IX87_19095	IX87_RS18740
N0.HOG0003158	OG0003082	n0		GO593_15875	GO593_RS15875	IX87_19105	IX87_RS18750
N0.HOG0003159	OG0003083	n0		GO593_15940	GO593_RS15940	IX87_19175	IX87_RS18815
N0.HOG0003160	OG0003084	n0		GO593_16010	GO593_RS16010	IX87_19255	IX87_RS18895
N0.HOG0003161	OG0003085	n0		GO593_16025	GO593_RS16025	IX87_19270	IX87_RS18910
N0.HOG0003162	OG0003086	n0		GO593_16215	GO593_RS16215	IX87_19510	IX87_RS19150
N0.HOG0003163	OG0003087	n0		GO593_16240	GO593_RS16240	IX87_19535	IX87_RS19175
N0.HOG0003164	OG0003088	n0		GO593_16280	GO593_RS19185	IX87_19575	IX87_RS23225
N0.HOG0003165	OG0003089	n0		GO593_16360	GO593_RS16360	IX87_19665	IX87_RS19305
N0.HOG0003166	OG0003090	n0		GO593_16365	GO593_RS16365	IX87_19670	IX87_RS19310
N0.HOG0003167	OG0003091	n0		GO593_16370	GO593_RS16370	IX87_19675	IX87_RS19315
N0.HOG0003168	OG0003092	n0		GO593_16375	GO593_RS16375	IX87_19680	IX87_RS19320
N0.HOG0003169	OG0003093	n0		GO593_16380	GO593_RS16380	IX87_19685	IX87_RS19325
N0.HOG0003170	OG0003094	n0		GO593_16385	GO593_RS16385	IX87_19690	IX87_RS19330
N0.HOG0003171	OG0003095	n0		GO593_16395	GO593_RS16395	IX87_19700	IX87_RS19340
N0.HOG0003172	OG0003096	n0		GO593_16400	GO593_RS16400	IX87_19705	IX87_RS19345
N0.HOG0003173	OG0003097	n0		GO593_16405	GO593_RS16405	IX87_19710	IX87_RS19350
N0.HOG0003174	OG0003098	n0		GO593_16420	GO593_RS16420	IX87_19745	IX87_RS19385
N0.HOG0003175	OG0003099	n0		GO593_16425	GO593_RS16425	IX87_19750	IX87_RS19390
N0.HOG0003176	OG0003100	n0		GO593_16430	GO593_RS16430	IX87_19755	IX87_RS19395
N0.HOG0003177	OG0003101	n0		GO593_16435	GO593_RS16435	IX87_19760	IX87_RS19400
N0.HOG0003178	OG0003102	n0		GO593_16440	GO593_RS16440	IX87_19765	IX87_RS19405
N0.HOG0003179	OG0003103	n0		GO593_16450	GO593_RS16450	IX87_19775	IX87_RS19415
N0.HOG0003180	OG0003104	n0		GO593_16455	GO593_RS16455	IX87_19780	IX87_RS19420
N0.HOG0003181	OG0003105	n0		GO593_16460	GO593_RS16460	IX87_19785	IX87_RS19425
N0.HOG0003182	OG0003106	n0		GO593_16465	GO593_RS16465	IX87_19790	IX87_RS19430
N0.HOG0003183	OG0003107	n0		GO593_16470	GO593_RS16470	IX87_19805	IX87_RS19445
N0.HOG0003184	OG0003108	n0		GO593_16475	GO593_RS16475	IX87_19810	IX87_RS19450
N0.HOG0003185	OG0003109	n0		GO593_16480	GO593_RS16480	IX87_19815	IX87_RS19455
N0.HOG0003186	OG0003110	n0		GO593_16485	GO593_RS16485	IX87_19820	IX87_RS19460
N0.HOG0003187	OG0003111	n0		GO593_16490	GO593_RS16490	IX87_19825	IX87_RS19465
N0.HOG0003188	OG0003112	n0		GO593_16495	GO593_RS16495	IX87_19830	IX87_RS19470
N0.HOG0003189	OG0003113	n0		GO593_16780	GO593_RS16780	IX87_20385	IX87_RS20005
N0.HOG0003190	OG0003114	n0		GO593_17440	GO593_RS17440	IX87_21075	IX87_RS20685
N0.HOG0003191	OG0003115	n0		GO593_17450	GO593_RS17450	IX87_21095	IX87_RS20705
N0.HOG0003192	OG0003116	n0		GO593_17465	GO593_RS17465	IX87_21110	IX87_RS20720
N0.HOG0003193	OG0003117	n0		GO593_17550	GO593_RS17550	IX87_21200	IX87_RS20810
N0.HOG0003194	OG0003118	n0		GO593_17580	GO593_RS17580	IX87_21230	IX87_RS20840
N0.HOG0003195	OG0003119	n0		GO593_17590	GO593_RS17590	IX87_21505	IX87_RS21110
N0.HOG0003196	OG0003120	n0		GO593_17660	GO593_RS17660	IX87_21590	IX87_RS21190
N0.HOG0003197	OG0003121	n0		GO593_17805	GO593_RS17805	IX87_21735	IX87_RS21335
N0.HOG0003198	OG0003122	n0		GO593_17910	GO593_RS17910	IX87_21840	IX87_RS21440
N0.HOG0003199	OG0003123	n0		GO593_18120	GO593_RS18120	IX87_06350	IX87_RS22815
N0.HOG0003200	OG0003124	n0		GO593_18140	GO593_RS18140	IX87_06370	IX87_RS06200
N0.HOG0003201	OG0003125	n0		GO593_18145	GO593_RS18145	IX87_06375	IX87_RS06205
N0.HOG0003202	OG0003126	n0		GO593_18155	GO593_RS18155	IX87_06385	IX87_RS06215
N0.HOG0003203	OG0003127	n0		GO593_18175	GO593_RS18175	IX87_06415	IX87_RS06245
N0.HOG0003204	OG0003128	n0		GO593_18310	GO593_RS18310	IX87_06530	IX87_RS06360
N0.HOG0003205	OG0003129	n0		GO593_19025	GO593_RS19025	IX87_13205	IX87_RS12905
N0.HOG0003206	OG0003130	n0			GO593_RS19030	IX87_10580	IX87_RS23115, IX87_RS10335
N0.HOG0003207	OG0003131	n0				IX87_00065, IX87_05970	IX87_RS00065, IX87_RS05820
N0.HOG0003208	OG0003132	n0				IX87_01965, IX87_18795	IX87_RS01890, IX87_RS18445
N0.HOG0003209	OG0003133	n0				IX87_18715, IX87_02035	IX87_RS18370, IX87_RS01960
N0.HOG0003210	OG0003134	n0				IX87_18700, IX87_02050	IX87_RS18360, IX87_RS01970
N0.HOG0003211	OG0003135	n0				IX87_18695, IX87_02055	IX87_RS18355, IX87_RS01975
N0.HOG0003212	OG0003136	n0				IX87_02120, IX87_18635	IX87_RS02030, IX87_RS18300
N0.HOG0003213	OG0003137	n0				IX87_08310, IX87_04915	IX87_RS08105, IX87_RS04790
N0.HOG0003214	OG0003138	n0				IX87_08350, IX87_06005	IX87_RS05855, IX87_RS08140
N0.HOG0003215	OG0003139	n0				IX87_08360, IX87_06015	IX87_RS08150, IX87_RS05865
N0.HOG0003216	OG0003140	n0				IX87_06030, IX87_08375	IX87_RS05880, IX87_RS08165
N0.HOG0003217	OG0003141	n0				IX87_07685, IX87_10425	IX87_RS10185, IX87_RS07495
N0.HOG0003218	OG0003142	n0				IX87_07730, IX87_10495	IX87_RS07540, IX87_RS10255
N0.HOG0003219	OG0003143	n0				IX87_10500, IX87_07735	IX87_RS10260, IX87_RS07545
N0.HOG0003220	OG0003144	n0				IX87_10505, IX87_07740	IX87_RS07550, IX87_RS10265
N0.HOG0003221	OG0003145	n0				IX87_07745, IX87_10510	IX87_RS07555, IX87_RS10270
N0.HOG0003222	OG0003146	n0				IX87_10515, IX87_07750	IX87_RS07560, IX87_RS10275
N0.HOG0003223	OG0003147	n0				IX87_10520, IX87_07755	IX87_RS07565, IX87_RS10280
N0.HOG0003224	OG0003148	n0				IX87_10530, IX87_07765	IX87_RS07575, IX87_RS10290
N0.HOG0003225	OG0003149	n0				IX87_07770, IX87_10535	IX87_RS07580, IX87_RS10295
N0.HOG0003226	OG0003150	n0				IX87_07775, IX87_10540	IX87_RS10300, IX87_RS07585
N0.HOG0003227	OG0003151	n0				IX87_07780, IX87_10545	IX87_RS10305, IX87_RS07590
N0.HOG0003228	OG0003152	n0				IX87_10570, IX87_07805	IX87_RS10325, IX87_RS07610
N0.HOG0003229	OG0003153	n0				IX87_16825, IX87_21860	IX87_RS21460, IX87_RS16500
N0.HOG0003230	OG0003154	n0				IX87_19845, IX87_19895	IX87_RS19525, IX87_RS19485
N0.HOG0003231	OG0003155	n0				IX87_19900, IX87_19850	IX87_RS19490, IX87_RS19530
N0.HOG0003232	OG0003156	n0				IX87_19950, IX87_19990	IX87_RS19580, IX87_RS19620
N0.HOG0003233	OG0003157	n0				IX87_20050, IX87_19960	IX87_RS19680, IX87_RS19590
N0.HOG0003234	OG0003158	n0				IX87_20025, IX87_20085	IX87_RS19655, IX87_RS19715
N0.HOG0003235	OG0003159	-	A1S_0053	GO593_06850	GO593_RS06850		
N0.HOG0003236	OG0003160	-	A1S_0054	GO593_06855	GO593_RS06855		
N0.HOG0003237	OG0003161	-	A1S_0055	GO593_06860	GO593_RS06860		
N0.HOG0003238	OG0003162	-	A1S_0056	GO593_06865	GO593_RS06865		
N0.HOG0003239	OG0003163	-	A1S_0057	GO593_06870	GO593_RS06870		
N0.HOG0003240	OG0003164	-	A1S_0058	GO593_06875	GO593_RS06875		
N0.HOG0003241	OG0003165	-	A1S_0059	GO593_06890	GO593_RS06890		
N0.HOG0003242	OG0003166	-	A1S_0060	GO593_06895	GO593_RS06895		
N0.HOG0003243	OG0003167	-	A1S_0068			IX87_14955	IX87_RS14640
N0.HOG0003244	OG0003168	-	A1S_0081	GO593_07020	GO593_RS07020		
N0.HOG0003245	OG0003169	-	A1S_0173	GO593_07450		IX87_15440	
N0.HOG0003246	OG0003170	-	A1S_0598	GO593_09420	GO593_RS09420		
N0.HOG0003247	OG0003171	-	A1S_0599	GO593_09425	GO593_RS09425		
N0.HOG0003248	OG0003172	-	A1S_0626	GO593_06550	GO593_RS06550		
N0.HOG0003249	OG0003173	-	A1S_0628, A1S_1172, A1S_2554				
N0.HOG0003250	OG0003174	-	A1S_0630, A1S_0631, A1S_3523				
N0.HOG0003251	OG0003175	-	A1S_0654	GO593_06650	GO593_RS06650		
N0.HOG0003252	OG0003176	-	A1S_0661	GO593_06580	GO593_RS06580		
N0.HOG0003253	OG0003177	-	A1S_0663	GO593_06590	GO593_RS06590		
N0.HOG0003254	OG0003178	-	A1S_0664	GO593_06595	GO593_RS06595		
N0.HOG0003255	OG0003179	-	A1S_0665	GO593_06605	GO593_RS06605		
N0.HOG0003256	OG0003180	-	A1S_0666	GO593_06615	GO593_RS06615		
N0.HOG0003257	OG0003181	-	A1S_0667	GO593_06625	GO593_RS06625		
N0.HOG0003258	OG0003182	-	A1S_0669	GO593_06635	GO593_RS06635		
N0.HOG0003259	OG0003183	-	A1S_0671	GO593_06640	GO593_RS06640		
N0.HOG0003260	OG0003184	-	A1S_0672	GO593_06655	GO593_RS06655		
N0.HOG0003261	OG0003185	-	A1S_0689			IX87_17680	IX87_RS17350
N0.HOG0003262	OG0003186	-	A1S_0734	GO593_09830	GO593_RS09830		
N0.HOG0003263	OG0003187	-	A1S_0735	GO593_09835	GO593_RS09835		
N0.HOG0003264	OG0003188	-	A1S_0740			IX87_17950	IX87_RS17615
N0.HOG0003265	OG0003189	-	A1S_0751	GO593_09940	GO593_RS09940		
N0.HOG0003266	OG0003190	-	A1S_1067	GO593_12055	GO593_RS12055		
N0.HOG0003267	OG0003191	-	A1S_1072	GO593_13000	GO593_RS13000		
N0.HOG0003268	OG0003192	-	A1S_1093			IX87_05425	IX87_RS05295
N0.HOG0003269	OG0003193	-	A1S_1100	GO593_12400	GO593_RS12400		
N0.HOG0003270	OG0003194	-	A1S_1104	GO593_12420	GO593_RS12420		
N0.HOG0003271	OG0003195	-	A1S_1145	GO593_12660	GO593_RS12660		
N0.HOG0003272	OG0003196	-	A1S_1146	GO593_12675	GO593_RS12675		
N0.HOG0003273	OG0003197	-	A1S_1152	GO593_12740	GO593_RS12740		
N0.HOG0003274	OG0003198	-	A1S_1153	GO593_12745	GO593_RS12745		
N0.HOG0003275	OG0003199	-	A1S_1154	GO593_12750	GO593_RS12750		
N0.HOG0003276	OG0003200	-	A1S_1155	GO593_12765	GO593_RS12765		
N0.HOG0003277	OG0003201	-	A1S_1156	GO593_12770	GO593_RS12770		
N0.HOG0003278	OG0003202	-	A1S_1157	GO593_12775	GO593_RS12775		
N0.HOG0003279	OG0003203	-	A1S_1158	GO593_12780	GO593_RS12780		
N0.HOG0003280	OG0003204	-	A1S_1159	GO593_12785	GO593_RS12785		
N0.HOG0003281	OG0003205	-	A1S_1160	GO593_12795	GO593_RS12795		
N0.HOG0003282	OG0003206	-	A1S_1161	GO593_12800	GO593_RS12800		
N0.HOG0003283	OG0003207	-	A1S_1162	GO593_12805	GO593_RS12805		
N0.HOG0003284	OG0003208	-	A1S_1163	GO593_12815	GO593_RS12815		
N0.HOG0003285	OG0003209	-	A1S_1166	GO593_12830	GO593_RS12830		
N0.HOG0003286	OG0003210	-	A1S_1167	GO593_12835	GO593_RS12835		
N0.HOG0003287	OG0003211	-	A1S_1170	GO593_12855	GO593_RS12855		
N0.HOG0003288	OG0003212	-	A1S_1241			IX87_04345	IX87_RS04220
N0.HOG0003289	OG0003213	-	A1S_1263	GO593_13715	GO593_RS13715		
N0.HOG0003290	OG0003214	-	A1S_1320			IX87_03850	IX87_RS03745
N0.HOG0003291	OG0003215	-	A1S_1497			IX87_02725	IX87_RS02630
N0.HOG0003292	OG0003216	-	A1S_1499			IX87_02705	IX87_RS02610
N0.HOG0003293	OG0003217	-	A1S_1501	GO593_15170	GO593_RS15170		
N0.HOG0003294	OG0003218	-	A1S_1577	GO593_15585	GO593_RS15585		
N0.HOG0003295	OG0003219	-	A1S_1580			IX87_02210	IX87_RS02120
N0.HOG0003296	OG0003220	-	A1S_1613			IX87_18890	IX87_RS18535
N0.HOG0003297	OG0003221	-	A1S_1636	GO593_15775	GO593_RS15775		
N0.HOG0003298	OG0003222	-	A1S_1686			IX87_19305	IX87_RS18945
N0.HOG0003299	OG0003223	-	A1S_1687			IX87_19330	IX87_RS22970
N0.HOG0003300	OG0003224	-	A1S_1688			IX87_19335	IX87_RS18975
N0.HOG0003301	OG0003225	-	A1S_1689			IX87_19340	IX87_RS18980
N0.HOG0003302	OG0003226	-	A1S_1690			IX87_19345	IX87_RS18985
N0.HOG0003303	OG0003227	-	A1S_1691			IX87_19350	IX87_RS18990
N0.HOG0003304	OG0003228	-	A1S_1692			IX87_19355	IX87_RS18995
N0.HOG0003305	OG0003229	-	A1S_1749	GO593_16520	GO593_RS16520		
N0.HOG0003306	OG0003230	-	A1S_1758	GO593_16560	GO593_RS16560		
N0.HOG0003307	OG0003231	-	A1S_1760			IX87_20215	IX87_RS19840
N0.HOG0003308	OG0003232	-	A1S_1761	GO593_16590	GO593_RS16590		
N0.HOG0003309	OG0003233	-	A1S_1764	GO593_16610	GO593_RS16610		
N0.HOG0003310	OG0003234	-	A1S_1799	GO593_16835	GO593_RS16835		
N0.HOG0003311	OG0003235	-	A1S_1802	GO593_16845	GO593_RS16845		
N0.HOG0003312	OG0003236	-	A1S_1803	GO593_16850	GO593_RS16850		
N0.HOG0003313	OG0003237	-	A1S_1804	GO593_16855	GO593_RS16855		
N0.HOG0003314	OG0003238	-	A1S_1805	GO593_16860	GO593_RS16860		
N0.HOG0003315	OG0003239	-	A1S_1806	GO593_16865	GO593_RS16865		
N0.HOG0003316	OG0003240	-	A1S_1807	GO593_16870	GO593_RS16870		
N0.HOG0003317	OG0003241	-	A1S_1808	GO593_16875	GO593_RS16875		
N0.HOG0003318	OG0003242	-	A1S_1809	GO593_16880	GO593_RS16880		
N0.HOG0003319	OG0003243	-	A1S_1810	GO593_16885	GO593_RS16885		
N0.HOG0003320	OG0003244	-	A1S_1814	GO593_16920	GO593_RS16920		
N0.HOG0003321	OG0003245	-	A1S_1817	GO593_16935	GO593_RS16935		
N0.HOG0003322	OG0003246	-	A1S_1818	GO593_16940	GO593_RS16940		
N0.HOG0003323	OG0003247	-	A1S_1819	GO593_16945	GO593_RS16945		
N0.HOG0003324	OG0003248	-	A1S_1820	GO593_16950	GO593_RS16950		
N0.HOG0003325	OG0003249	-	A1S_1822	GO593_16960	GO593_RS16960		
N0.HOG0003326	OG0003250	-	A1S_1823	GO593_16965	GO593_RS16965		
N0.HOG0003327	OG0003251	-	A1S_1824	GO593_16970	GO593_RS16970		
N0.HOG0003328	OG0003252	-	A1S_1825	GO593_16975	GO593_RS16975		
N0.HOG0003329	OG0003253	-	A1S_1826	GO593_16980	GO593_RS16980		
N0.HOG0003330	OG0003254	-	A1S_1827	GO593_16985	GO593_RS16985		
N0.HOG0003331	OG0003255	-	A1S_1828	GO593_16990	GO593_RS16990		
N0.HOG0003332	OG0003256	-	A1S_1831	GO593_17000	GO593_RS17000		
N0.HOG0003333	OG0003257	-	A1S_1832	GO593_17005	GO593_RS17005		
N0.HOG0003334	OG0003258	-	A1S_1852	GO593_17095	GO593_RS17095		
N0.HOG0003335	OG0003259	-	A1S_1854	GO593_17105	GO593_RS17105		
N0.HOG0003336	OG0003260	-	A1S_1870	GO593_17175	GO593_RS17175		
N0.HOG0003337	OG0003261	-	A1S_1927			IX87_21120	IX87_RS20730
N0.HOG0003338	OG0003262	-	A1S_1948	GO593_17585	GO593_RS17585		
N0.HOG0003339	OG0003263	-	A1S_2000			IX87_21815	IX87_RS21415
N0.HOG0003340	OG0003264	-	A1S_2006	GO593_17915	GO593_RS17915		
N0.HOG0003341	OG0003265	-	A1S_2036			IX87_01450	IX87_RS01395
N0.HOG0003342	OG0003266	-	A1S_2040			IX87_06155	IX87_RS05990
N0.HOG0003343	OG0003267	-	A1S_2074	GO593_18115	GO593_RS18115		
N0.HOG0003344	OG0003268	-	A1S_2088	GO593_18205	GO593_RS18205		
N0.HOG0003345	OG0003269	-	A1S_2089	GO593_18210	GO593_RS18210		
N0.HOG0003346	OG0003270	-	A1S_2090	GO593_18215	GO593_RS18215		
N0.HOG0003347	OG0003271	-	A1S_2149			IX87_06730	IX87_RS06560
N0.HOG0003348	OG0003272	-	A1S_2209	GO593_18870	GO593_RS18870		
N0.HOG0003349	OG0003273	-	A1S_2210	GO593_18875	GO593_RS18875		
N0.HOG0003350	OG0003274	-	A1S_2211	GO593_18880	GO593_RS18880		
N0.HOG0003351	OG0003275	-	A1S_2220			IX87_07135	IX87_RS06960
N0.HOG0003352	OG0003276	-	A1S_2221			IX87_07140	IX87_RS06965
N0.HOG0003353	OG0003277	-	A1S_2222			IX87_07145	IX87_RS06970
N0.HOG0003354	OG0003278	-	A1S_2303	GO593_00400	GO593_RS00400		
N0.HOG0003355	OG0003279	-	A1S_2318			IX87_07960	IX87_RS07760
N0.HOG0003356	OG0003280	-	A1S_2337	GO593_00935	GO593_RS00935		
N0.HOG0003357	OG0003281	-	A1S_2353			IX87_08135	IX87_RS07935
N0.HOG0003358	OG0003282	-	A1S_2397	GO593_01225	GO593_RS01225		
N0.HOG0003359	OG0003283	-	A1S_2399			IX87_14900	IX87_RS14585
N0.HOG0003360	OG0003284	-	A1S_2456	GO593_01415	GO593_RS01415		
N0.HOG0003361	OG0003285	-	A1S_2457	GO593_01420	GO593_RS01420		
N0.HOG0003362	OG0003286	-	A1S_2509	GO593_01690	GO593_RS01690		
N0.HOG0003363	OG0003287	-	A1S_2510	GO593_01695	GO593_RS01695		
N0.HOG0003364	OG0003288	-	A1S_2548	GO593_01885	GO593_RS01885		
N0.HOG0003365	OG0003289	-	A1S_2625			IX87_09630	IX87_RS09410
N0.HOG0003366	OG0003290	-	A1S_2645			IX87_09735	IX87_RS09515
N0.HOG0003367	OG0003291	-	A1S_2744	GO593_02720	GO593_RS02720		
N0.HOG0003368	OG0003292	-	A1S_2746	GO593_02730	GO593_RS02730		
N0.HOG0003369	OG0003293	-	A1S_2765	GO593_02825	GO593_RS02825		
N0.HOG0003370	OG0003294	-	A1S_2858	GO593_03295	GO593_RS03295		
N0.HOG0003371	OG0003295	-	A1S_2938	GO593_18820	GO593_RS18820		
N0.HOG0003372	OG0003296	-	A1S_2942	GO593_12135	GO593_RS12135		
N0.HOG0003373	OG0003297	-	A1S_3016	GO593_03870		IX87_11795	
N0.HOG0003374	OG0003298	-	A1S_3075	GO593_04170		IX87_12105	
N0.HOG0003375	OG0003299	-	A1S_3117	GO593_04390	GO593_RS04390		
N0.HOG0003376	OG0003300	-	A1S_3120			IX87_12365	IX87_RS12095
N0.HOG0003377	OG0003301	-	A1S_3146	GO593_04525	GO593_RS04525		
N0.HOG0003378	OG0003302	-	A1S_3194			IX87_12805	IX87_RS12525
N0.HOG0003379	OG0003303	-	A1S_3223			IX87_04230	IX87_RS04115
N0.HOG0003380	OG0003304	-	A1S_3241			IX87_13080	IX87_RS12785
N0.HOG0003381	OG0003305	-	A1S_3257	GO593_05085	GO593_RS05085		
N0.HOG0003382	OG0003306	-	A1S_3310			IX87_13565	IX87_RS13265
N0.HOG0003383	OG0003307	-	A1S_3381	GO593_05730	GO593_RS05730		
N0.HOG0003384	OG0003308	-	A1S_3420			IX87_14130	IX87_RS13830
N0.HOG0003385	OG0003309	-	A1S_3460	GO593_06120	GO593_RS06120		
N0.HOG0003386	OG0003310	-	A1S_3461	GO593_18965	GO593_RS18965		
N0.HOG0003387	OG0003311	-	A1S_3466	GO593_06705	GO593_RS06705		
N0.HOG0003388	OG0003312	-	A1S_3467	GO593_16680	GO593_RS16680		
N0.HOG0003389	OG0003313	-	A1S_3468	GO593_18985	GO593_RS18985		
N0.HOG0003390	OG0003314	-	A1S_3469	GO593_18980	GO593_RS18980		
N0.HOG0003391	OG0003315	-	A1S_3482	GO593_06880	GO593_RS06880		
N0.HOG0003392	OG0003316	-	A1S_3483	GO593_06885	GO593_RS06885		
N0.HOG0003393	OG0003317	-	A1S_3579	GO593_10975	GO593_RS10975		
N0.HOG0003394	OG0003318	-	A1S_3588			IX87_00435	IX87_RS00410
N0.HOG0003395	OG0003319	-	A1S_3599	GO593_12275	GO593_RS12275		
N0.HOG0003396	OG0003320	-	A1S_3607	GO593_12665	GO593_RS12665		
N0.HOG0003397	OG0003321	-	A1S_3611			IX87_05010	IX87_RS04880
N0.HOG0003398	OG0003322	-	A1S_3615	GO593_12755	GO593_RS12755		
N0.HOG0003399	OG0003323	-	A1S_3616	GO593_12760	GO593_RS12760		
N0.HOG0003400	OG0003324	-	A1S_3617	GO593_12790	GO593_RS12790		
N0.HOG0003401	OG0003325	-	A1S_3618	GO593_12810	GO593_RS12810		
N0.HOG0003402	OG0003326	-	A1S_3619	GO593_12820	GO593_RS12820		
N0.HOG0003403	OG0003327	-	A1S_3637			IX87_04385	IX87_RS04260
N0.HOG0003404	OG0003328	-	A1S_3641			IX87_04190	IX87_RS04075
N0.HOG0003405	OG0003329	-	A1S_3659	GO593_14500	GO593_RS14500		
N0.HOG0003406	OG0003330	-	A1S_3683			IX87_02205	IX87_RS02115
N0.HOG0003407	OG0003331	-	A1S_3685			IX87_10645	IX87_RS10395
N0.HOG0003408	OG0003332	-	A1S_3689	GO593_00655	GO593_RS00655		
N0.HOG0003409	OG0003333	-	A1S_3715			IX87_19320	IX87_RS18960
N0.HOG0003410	OG0003334	-	A1S_3716			IX87_19325	IX87_RS18965
N0.HOG0003411	OG0003335	-	A1S_3723			IX87_01130	IX87_RS01090
N0.HOG0003412	OG0003336	-	A1S_3725			IX87_20220	IX87_RS19845
N0.HOG0003413	OG0003337	-	A1S_3755			IX87_18805	IX87_RS18455
N0.HOG0003414	OG0003338	-	A1S_3768	GO593_12710	GO593_RS12710		
N0.HOG0003415	OG0003339	-	A1S_3776			IX87_06125	IX87_RS05960
