HOG	AB19606	AB030	genes	STRING_names	gene_orthologs	unique_name	citation
N0.HOG0000997	GO593_06420	IX87_14670					
N0.HOG0000998	GO593_06425	IX87_14675					
N0.HOG0000999	GO593_06435	IX87_14685	ileS	ileS	ileS	ileS	""
N0.HOG0001000	GO593_06440	IX87_14690	ribF	IX87_14690	ribF	ribF	""
N0.HOG0001001	GO593_06460	IX87_14710					
N0.HOG0001002	GO593_06465	IX87_14715					
N0.HOG0001003	GO593_06485	IX87_14735					
N0.HOG0001004	GO593_06500	IX87_14750					
N0.HOG0001005	GO593_06505	IX87_14755					
N0.HOG0001006	GO593_06510	IX87_14760	ubiG	ubiG	ubiG	ubiG	""
N0.HOG0001007	GO593_06805	IX87_14810					
N0.HOG0001008	GO593_06810	IX87_14815					
N0.HOG0001009	GO593_06860						
N0.HOG0001010	GO593_06900	IX87_14920					
N0.HOG0001011	GO593_06915	IX87_14935					
N0.HOG0001012	GO593_06965	IX87_14985					
N0.HOG0001013	GO593_07010	IX87_01035					
N0.HOG0001013	GO593_10905	IX87_01035					
N0.HOG0001014	GO593_07080	IX87_15060					
N0.HOG0001015	GO593_07085	IX87_15065					
N0.HOG0001016	GO593_07115	IX87_15095					
N0.HOG0001017	GO593_07145	IX87_15125					
N0.HOG0001018	GO593_07215	IX87_15205					
N0.HOG0001019	GO593_07255	IX87_15245	guaA	guaA	guaA	guaA	""
N0.HOG0001020	GO593_07295	IX87_15285	argS	argS	argS	argS	""
N0.HOG0001021	GO593_07300	IX87_15290					
N0.HOG0001022	GO593_07310	IX87_15300					
N0.HOG0001023	GO593_07325	IX87_15315					
N0.HOG0001024	GO593_07340	IX87_15330	atpB	IX87_15330	atpB	atpB	""
N0.HOG0001025	GO593_07345	IX87_15335	atpE	atpE	atpE	atpE	""
N0.HOG0001026	GO593_07350	IX87_15340	atpF	atpF	atpF	atpF	""
N0.HOG0001027	GO593_07355	IX87_15345	atpH	atpH	atpH	atpH	""
N0.HOG0001028	GO593_07360	IX87_15350	atpA	atpA	atpA	atpA	""
N0.HOG0001029	GO593_07365	IX87_15355	atpG	atpG	atpG	atpG	""
N0.HOG0001030	GO593_07370	IX87_15360	atpD	atpD	atpD	atpD	""
N0.HOG0001031	GO593_07375	IX87_15365					
N0.HOG0001032	GO593_07410	IX87_15400	tsaC	tsaC	tsaC	tsaC	""
N0.HOG0001033	GO593_07415	IX87_15405					
N0.HOG0001034	GO593_07425	IX87_15415	def1, def	IX87_15415	def1, def	def	""
N0.HOG0001035	GO593_07515	IX87_15505					
N0.HOG0001036	GO593_07530	IX87_15520					
N0.HOG0001037	GO593_07555	IX87_15555					
N0.HOG0001038	GO593_07560	IX87_15560					
N0.HOG0001039	GO593_07570	IX87_15570	parC	parC	parC	parC	""
N0.HOG0001040	GO593_07590	IX87_15590	ppa	IX87_15590	ppa	ppa	""
N0.HOG0001041	GO593_07605	IX87_15615					
N0.HOG0001042	GO593_07635	IX87_15645					
N0.HOG0001043	GO593_07640	IX87_15650					
N0.HOG0001044	GO593_07645	IX87_15655	ribD	ribD	ribD	ribD	""
N0.HOG0001045	GO593_07655	IX87_15665	ribE, ribC	IX87_15665	ribE, ribC	ribE	""
N0.HOG0001046	GO593_07670	IX87_15680					
N0.HOG0001047	GO593_07675	IX87_15685					
N0.HOG0001048	GO593_07680	IX87_15690	lptF	lptF	lptF	lptF	""
N0.HOG0001049	GO593_07685	IX87_15695	lptG	AIL80002.1	lptG	lptG	""
N0.HOG0001050	GO593_07690	IX87_15700	gpmI, gpmM, pgm	gpmI	gpmI, gpmM, pgm	gpmI	""
N0.HOG0001051	GO593_07710	IX87_15735					
N0.HOG0001052	GO593_07715	IX87_15740					
N0.HOG0001053	GO593_07730	IX87_15755					
N0.HOG0001054	GO593_07735	IX87_15760					
N0.HOG0001055	GO593_07755	IX87_15780	murD	murD	murD	murD	""
N0.HOG0001056	GO593_07760	IX87_15785	ftsW	ftsW	ftsW	ftsW	""
N0.HOG0001057	GO593_07765	IX87_15790					
N0.HOG0001058	GO593_07775	IX87_15800					
N0.HOG0001059	GO593_07785	IX87_15810					
N0.HOG0001060	GO593_07795	IX87_15820					
N0.HOG0001061	GO593_07805	IX87_15830					
N0.HOG0001062	GO593_07810	IX87_15835					
N0.HOG0001063	GO593_07815	IX87_15840					
N0.HOG0001064	GO593_07820	IX87_15845					
N0.HOG0001065	GO593_07830	IX87_15855					
N0.HOG0001066	GO593_07835	IX87_15860	hemC	hemC	hemC	hemC	""
N0.HOG0001067	GO593_07855	IX87_15880					
N0.HOG0001068	GO593_07885	IX87_15910					
N0.HOG0001069	GO593_07925	IX87_15955	secE	secE	secE	secE	""
N0.HOG0001070	GO593_07930	IX87_15960	nusG	nusG	nusG	nusG	""
N0.HOG0001071	GO593_07935	IX87_15965	rplK	rplK	rplK	rplK	""
N0.HOG0001072	GO593_07940	IX87_15970	rplA	rplA	rplA	rplA	""
N0.HOG0001073	GO593_07945	IX87_15975	rplJ	rplJ	rplJ	rplJ	""
N0.HOG0001074	GO593_07950	IX87_15980					
N0.HOG0001075	GO593_07955	IX87_15985	rpoB	rpoB	rpoB	rpoB	""
N0.HOG0001076	GO593_07960	IX87_15990	rpoC	rpoC	rpoC	rpoC	""
N0.HOG0001077	GO593_07990	IX87_16020					
N0.HOG0001078	GO593_08040	IX87_16070					
N0.HOG0001079	GO593_08045	IX87_16075					
N0.HOG0001080	GO593_08065	IX87_16110					
N0.HOG0001081	GO593_08075	IX87_16120	pgsA	pgsA	pgsA	pgsA	""
N0.HOG0001082	GO593_08110	IX87_16155					
N0.HOG0001083	GO593_08115	IX87_16160					
N0.HOG0001084	GO593_08120	IX87_16165					
N0.HOG0001085	GO593_08135	IX87_16180					
N0.HOG0001086	GO593_08145	IX87_16190	coaE	coaE	coaE	coaE	""
N0.HOG0001087	GO593_08150	IX87_16195					
N0.HOG0001088	GO593_08165	IX87_16210	tpiA	tpiA	tpiA	tpiA	""
N0.HOG0001089	GO593_08170	IX87_16215					
N0.HOG0001090	GO593_08185	IX87_16240					
N0.HOG0001091	GO593_08190	IX87_16245	nusA	nusA	nusA	nusA	""
N0.HOG0001092	GO593_08195	IX87_16250	infB	infB	infB	infB	""
N0.HOG0001093	GO593_08200	IX87_16255					
N0.HOG0001094	GO593_08255	IX87_16310					
N0.HOG0001095	GO593_08265	IX87_16320	ubiE	ubiE	ubiE	ubiE	""
N0.HOG0001096	GO593_08285	IX87_16340					
N0.HOG0001097	GO593_08290	IX87_16345					
N0.HOG0001098	GO593_08295	IX87_16350					
N0.HOG0001099	GO593_08305	IX87_16360	rpsO	rpsO	rpsO	rpsO	""
N0.HOG0001100	GO593_08310	IX87_16365	pnp	pnp	pnp	pnp	""
N0.HOG0001101	GO593_08325	IX87_16380					
N0.HOG0001102	GO593_08335	IX87_16390					
N0.HOG0001103	GO593_08340	IX87_16395					
N0.HOG0001104	GO593_08345	IX87_16400	priA	priA	priA	priA	""
N0.HOG0001105	GO593_08365	IX87_16420					
N0.HOG0001106	GO593_08370	IX87_16425	lnt	lnt	lnt	lnt	""
N0.HOG0001107	GO593_08375	IX87_16430					
N0.HOG0001108	GO593_08395	IX87_16450					
N0.HOG0001109	GO593_08405	IX87_16460	hemH	hemH	hemH	hemH	""
N0.HOG0001110	GO593_08410	IX87_16465					
N0.HOG0001111	GO593_08415	IX87_16470					
N0.HOG0001112	GO593_08430	IX87_16485					
N0.HOG0001113	GO593_08435	IX87_16490					
N0.HOG0001114	GO593_08445	IX87_16500					
N0.HOG0001115	GO593_08505	IX87_16560					
N0.HOG0001116	GO593_08510	IX87_16565					
N0.HOG0001117	GO593_08550	IX87_16610					
N0.HOG0001118	GO593_08555	IX87_16615					
N0.HOG0001119	GO593_08560	IX87_16620					
N0.HOG0001120	GO593_08585	IX87_16645					
N0.HOG0001121	GO593_08590	IX87_16650					
N0.HOG0001122	GO593_08600	IX87_16660					
N0.HOG0001123	GO593_08615	IX87_16675	infA	infA	infA	infA	""
N0.HOG0001124	GO593_08625	IX87_16685					
N0.HOG0001125	GO593_08630	IX87_16690					
N0.HOG0001126	GO593_08645	IX87_16705	asd	asd	asd	asd	""
N0.HOG0001127	GO593_08655	IX87_16715					
N0.HOG0001128	GO593_08675	IX87_16735					
N0.HOG0001129	GO593_08680	IX87_16740					
N0.HOG0001130	GO593_08745	IX87_16805					
N0.HOG0001131	GO593_08750	IX87_16810	rpmB	rpmB	rpmB	rpmB	""
N0.HOG0001132	GO593_08785	IX87_16875					
N0.HOG0001133	GO593_08795	IX87_16885					
N0.HOG0001134	GO593_08800	IX87_16890	thyA	thyA	thyA	thyA	""
N0.HOG0001135	GO593_08815	IX87_16905	lgt	lgt	lgt	lgt	""
N0.HOG0001136	GO593_08845						
N0.HOG0001137	GO593_08880	IX87_16925					
N0.HOG0001138	GO593_08885	IX87_16930					
N0.HOG0001139	GO593_08900	IX87_16945					
N0.HOG0001140	GO593_08920	IX87_16965					
N0.HOG0001141	GO593_08925	IX87_16970					
N0.HOG0001142	GO593_08935	IX87_16980					
N0.HOG0001143	GO593_08945	IX87_16990	clpX	clpX	clpX	clpX	""
N0.HOG0001144	GO593_08965	IX87_17010					
N0.HOG0001145	GO593_08970	IX87_17015					
N0.HOG0001146	GO593_08975	IX87_17025					
N0.HOG0001147	GO593_09000	IX87_17050					
N0.HOG0001148	GO593_09015	IX87_17065					
N0.HOG0001149	GO593_09020	IX87_17070					
N0.HOG0001150	GO593_09030	IX87_17080					
N0.HOG0001151	GO593_09035	IX87_17085					
N0.HOG0001152	GO593_09040	IX87_17090	ndk	ndk	ndk	ndk	""
N0.HOG0001153	GO593_09055	IX87_17105					
N0.HOG0001154	GO593_09060	IX87_17110	ispG, gcpE	IX87_17110	ispG	ispG	""
N0.HOG0001155	GO593_09065	IX87_17115	hisS	AIL80271.1	hisS	hisS	""
N0.HOG0001156	GO593_09070	IX87_17120					
N0.HOG0001157	GO593_09075	IX87_17125					
N0.HOG0001158	GO593_09090	IX87_17140					
N0.HOG0001159	GO593_09095	IX87_17145					
N0.HOG0001160	GO593_09100	IX87_17150					
N0.HOG0001161	GO593_09105	IX87_17155					
N0.HOG0001162	GO593_09110	IX87_17160	orn	orn	orn	orn	""
N0.HOG0001163	GO593_09120	IX87_17170	fabI	AIL80282.1	fabI	fabI	""
N0.HOG0001164	GO593_09135	IX87_17185					
N0.HOG0001165	GO593_09140	IX87_17190	holA	holA	holA	holA	""
N0.HOG0001166	GO593_09150	IX87_17200	leuS	AIL80288.1	leuS	leuS	""
N0.HOG0001167	GO593_09160	IX87_17210					
N0.HOG0001168	GO593_09165	IX87_17215					
N0.HOG0001169	GO593_09170	IX87_17220					
N0.HOG0001170	GO593_09195	IX87_17265					
N0.HOG0001171	GO593_09210	IX87_17280					
N0.HOG0001172	GO593_09215	IX87_17285					
N0.HOG0001173	GO593_09225	IX87_17295					
N0.HOG0001174	GO593_09245	IX87_17310					
N0.HOG0001175	GO593_09275	IX87_17340					
N0.HOG0001176	GO593_09285	IX87_17350					
N0.HOG0001177	GO593_09305	IX87_17370					
N0.HOG0001178	GO593_09320	IX87_17385					
N0.HOG0001179	GO593_09325	IX87_17390					
N0.HOG0001180	GO593_09335	IX87_17400					
N0.HOG0001181	GO593_09340	IX87_17405					
N0.HOG0001182	GO593_09345	IX87_17410					
N0.HOG0001183	GO593_09360	IX87_17425	panC	IX87_17425	panC	panC	""
N0.HOG0001184	GO593_09365	IX87_17430					
N0.HOG0001185	GO593_09370	IX87_17435					
N0.HOG0001186	GO593_09375	IX87_17440					
N0.HOG0001187	GO593_09385	IX87_17450	thrS	IX87_17450	thrS	thrS	""
N0.HOG0001188	GO593_09390	IX87_17455	infC	infC	infC	infC	""
N0.HOG0001189	GO593_09400	IX87_17465					
N0.HOG0001190	GO593_09410	IX87_17475	rpmI	rpmI	rpmI	rpmI	""
N0.HOG0001191	GO593_09415	IX87_17480	rplT	rplT	rplT	rplT	""
N0.HOG0001192	GO593_09435	IX87_17505	pheS	pheS	pheS	pheS	""
N0.HOG0001193	GO593_09440	IX87_17510	pheT	pheT	pheT	pheT	""
N0.HOG0001194	GO593_09445	IX87_17515					
N0.HOG0001195	GO593_09460	IX87_17525	rho	rho	rho	rho	""
N0.HOG0001196	GO593_09470	IX87_17535					
N0.HOG0001197	GO593_09475	IX87_17540	accA	accA	accA	accA	""
N0.HOG0001198	GO593_09480	IX87_17545	tilS	tilS	tilS	tilS	""
N0.HOG0001199	GO593_09490	IX87_17555					
N0.HOG0001200	GO593_09495	IX87_17560	polA	polA	polA	polA	""
N0.HOG0001201	GO593_19010						
N0.HOG0001202	GO593_09525	IX87_17590					
N0.HOG0001203	GO593_09580	IX87_17645					
N0.HOG0001204	GO593_09590	IX87_17655					
N0.HOG0001205	GO593_09595	IX87_17660	murA	murA	murA	murA	""
N0.HOG0001206	GO593_09600	IX87_17665					
N0.HOG0001207	GO593_09605	IX87_17670					
N0.HOG0001208	GO593_09665	IX87_17730	tsaB	tsaB	tsaB	tsaB	""
N0.HOG0001209	GO593_09670	IX87_17735					
N0.HOG0001210	GO593_09690	IX87_17755	rpe	rpe	rpe	rpe	""
N0.HOG0001211	GO593_09710	IX87_17775					
N0.HOG0001212	GO593_09725	IX87_17790					
N0.HOG0001213	GO593_09735	IX87_17800					
N0.HOG0001214	GO593_09845	IX87_17935					
N0.HOG0001215	GO593_09850	IX87_17940					
N0.HOG0001216	GO593_09905	IX87_18005	nrdB	AIL80430.1	nrdB	nrdB	""
N0.HOG0001217	GO593_09950	IX87_18080	nuoB	nuoB	nuoB	nuoB	""
N0.HOG0001218	GO593_09955	IX87_18085	nuoCD, nuoC, nuoD	nuoD	nuoC	nuoD	""
N0.HOG0001219	GO593_09960	IX87_18090	nuoE	nuoE	nuoE	nuoE	""
N0.HOG0001220	GO593_09965	IX87_18095	nuoF	IX87_18095	nuoF	nuoF	""
N0.HOG0001221	GO593_09970	IX87_18100	nuoG	nuoG	nuoG	nuoG	""
N0.HOG0001222	GO593_09975	IX87_18105	nuoH	nuoH	nuoH	nuoH	""
N0.HOG0001223	GO593_09980	IX87_18110	nuoI	nuoI	nuoI	nuoI	""
N0.HOG0001224	GO593_09985	IX87_18115	nuoJ	nuoJ	nuoJ	nuoJ	""
N0.HOG0001225	GO593_09990	IX87_18120	nuoK	nuoK	nuoK	nuoK	""
N0.HOG0001226	GO593_09995	IX87_18125	nuoL	IX87_18125	nuoL	nuoL	""
N0.HOG0001227	GO593_10000	IX87_18130	nuoM	IX87_18130	nuoM	nuoM	""
N0.HOG0001228	GO593_10005	IX87_18135	nuoN	AIL80452.1	nuoN	nuoN	""
N0.HOG0001229	GO593_10010	IX87_18140					
N0.HOG0001230	GO593_10025	IX87_18155	fpr	fpr_1	fpr	fpr_1	""
N0.HOG0001231	GO593_10050	IX87_18180					
N0.HOG0001232	GO593_10085	IX87_18215					
N0.HOG0001233	GO593_10095	IX87_18225					
N0.HOG0001234	GO593_10115	IX87_18245					
N0.HOG0001235	GO593_10145	IX87_18275					
N0.HOG0001236	GO593_10150	IX87_18280					
N0.HOG0001237	GO593_10155	IX87_18285	ffh	ffh	ffh	ffh	""
N0.HOG0001238	GO593_10165	IX87_18295	birA	birA	birA	birA	""
N0.HOG0001239	GO593_10190	IX87_18330	ligA, lig	ligA	ligA	ligA	""
N0.HOG0001240	GO593_10220	IX87_18360					
N0.HOG0001241	GO593_10240	IX87_18380					
N0.HOG0001242	GO593_10255	IX87_18395					
N0.HOG0001243	GO593_10265	IX87_18405	yceD	AIL80506.1	yceD	yceD	""
N0.HOG0001244	GO593_10270	IX87_18410	rpmF	rpmF	rpmF	rpmF	""
N0.HOG0001245	GO593_10275	IX87_18415	fabD	fabD	fabD	fabD	""
N0.HOG0001246	GO593_10290	IX87_18430					
N0.HOG0001247	GO593_10295	IX87_18435	thiD	thiD	thiD	thiD	""
N0.HOG0001248	GO593_10320	IX87_18460					
N0.HOG0001249	GO593_10325	IX87_18465	pth	IX87_18465	pth	pth	""
N0.HOG0001250	GO593_10330	IX87_18470	rplY	rplY	rplY	rplY	""
N0.HOG0001251	GO593_10335	IX87_18475	prs	prs	prs	prs	""
N0.HOG0001252	GO593_10360	IX87_18500	ispE, ipk	IX87_18500	ispE	ispE	""
N0.HOG0001253	GO593_10375	IX87_18515	hemA	AIL80524.1	hemA	hemA	""
N0.HOG0001254	GO593_10380	IX87_18520	dnaG	IX87_18520	dnaG	dnaG	""
N0.HOG0001255	GO593_10385	IX87_18525					
N0.HOG0001256	GO593_10390	IX87_18530					
N0.HOG0001257	GO593_10405	IX87_18545					
N0.HOG0001258	GO593_10410	IX87_01935	coaD	IX87_01935	coaD	coaD	""
N0.HOG0001259	GO593_10450	IX87_01900					
N0.HOG0001260	GO593_10510	IX87_01840	rpsL	rpsL	rpsL	rpsL	""
N0.HOG0001261	GO593_10515	IX87_01835	rpsG	rpsG	rpsG	rpsG	""
N0.HOG0001262	GO593_10550	IX87_01785					
N0.HOG0001263	GO593_10560	IX87_01775	ftsK	AIL77404.1	ftsK	ftsK	""
N0.HOG0001264	GO593_10575	IX87_01760	minE	minE	minE	minE	""
N0.HOG0001265	GO593_10585	IX87_01750	minC	minC	minC	minC	""
N0.HOG0001266	GO593_10600	IX87_01735					
N0.HOG0001267	GO593_10610	IX87_01725	dut	dut	dut	dut	""
N0.HOG0001268	GO593_10620	IX87_01715					
N0.HOG0001269	GO593_10630	IX87_01705					
N0.HOG0001270	GO593_10645	IX87_01690					
N0.HOG0001271	GO593_10650	IX87_01685					
N0.HOG0001272	GO593_10655	IX87_01680	fur	fur	fur	fur	""
N0.HOG0001273	GO593_10665	IX87_01670					
N0.HOG0001274	GO593_10670	IX87_01665					
N0.HOG0001275	GO593_10675	IX87_01655					
N0.HOG0001276	GO593_10700	IX87_01630					
N0.HOG0001277	GO593_10710	IX87_01620	hemB	hemB	hemB	hemB	""
N0.HOG0001278	GO593_10990	IX87_00895					
N0.HOG0001279	GO593_11005	IX87_00880					
N0.HOG0001280	GO593_11025	IX87_00860					
N0.HOG0001281	GO593_11035	IX87_00850					
N0.HOG0001282	GO593_11065	IX87_00820					
N0.HOG0001283	GO593_11075	IX87_00810					
N0.HOG0001284	GO593_11080	IX87_00805					
N0.HOG0001285	GO593_11190	IX87_00695					
N0.HOG0001286	GO593_11210	IX87_00675					
N0.HOG0001287	GO593_11220	IX87_00660					
N0.HOG0001288	GO593_11235	IX87_00645					
N0.HOG0001288	GO593_11235	IX87_05255					
N0.HOG0001289	GO593_11250	IX87_00630					
N0.HOG0001290	GO593_11275	IX87_00605					
N0.HOG0001291	GO593_11285	IX87_00595					
N0.HOG0001292	GO593_11295	IX87_00585					
N0.HOG0001293	GO593_11315	IX87_00570					
N0.HOG0001294	GO593_11360	IX87_00515					
N0.HOG0001295	GO593_11365	IX87_00510					
N0.HOG0001296	GO593_11395	IX87_00470					
N0.HOG0001297	GO593_11440	IX87_00415					
N0.HOG0001298	GO593_11450	IX87_00405					
N0.HOG0001299	GO593_11455	IX87_00400					
N0.HOG0001300	GO593_11470	IX87_00385	adk	IX87_00385	adk	adk	""
N0.HOG0001301	GO593_11480	IX87_00375					
N0.HOG0001302	GO593_11485	IX87_00370					
N0.HOG0001303	GO593_11490	IX87_00365					
N0.HOG0001304	GO593_11500	IX87_00355					
N0.HOG0001305	GO593_11505	IX87_00350					
N0.HOG0001306	GO593_11525	IX87_00320					
N0.HOG0001307	GO593_12625	IX87_08490					
N0.HOG0001307	GO593_12625	IX87_05095					
N0.HOG0001307	GO593_12625	IX87_01545					
N0.HOG0001307	GO593_12625	IX87_00275					
N0.HOG0001307	GO593_11565	IX87_08490					
N0.HOG0001307	GO593_11565	IX87_05095					
N0.HOG0001307	GO593_11565	IX87_01545					
N0.HOG0001307	GO593_11565	IX87_00275					
N0.HOG0001308	GO593_12635	IX87_00270					
N0.HOG0001308	GO593_12635	IX87_08485					
N0.HOG0001308	GO593_12635	IX87_05090					
N0.HOG0001308	GO593_12635	IX87_06120					
N0.HOG0001308	GO593_11570	IX87_00270					
N0.HOG0001308	GO593_11570	IX87_08485					
N0.HOG0001308	GO593_11570	IX87_05090					
N0.HOG0001308	GO593_11570	IX87_06120					
N0.HOG0001309	GO593_11780	IX87_22070					
N0.HOG0001309	GO593_11780	IX87_04880					
N0.HOG0001309	GO593_11780	IX87_05930					
N0.HOG0001309	GO593_11780	IX87_08275					
N0.HOG0001310	GO593_11900	IX87_05775					
N0.HOG0001310	GO593_11900	IX87_06155					
N0.HOG0001310	GO593_15170	IX87_05775					
N0.HOG0001310	GO593_15170	IX87_06155					
N0.HOG0001311	GO593_11920	IX87_05755					
N0.HOG0001312	GO593_11930	IX87_05745	ubiH	AIL78154.1	ubiH	ubiH	""
N0.HOG0001313	GO593_11955	IX87_05720					
N0.HOG0001314	GO593_11960	IX87_05715					
N0.HOG0001315	GO593_11970	IX87_05705					
N0.HOG0001316	GO593_11975	IX87_05700					
N0.HOG0001317	GO593_11980	IX87_05695					
N0.HOG0001318	GO593_11990	IX87_05685					
N0.HOG0001319	GO593_12005	IX87_05670					
N0.HOG0001320	GO593_12045	IX87_05630					
N0.HOG0001321	GO593_12050	IX87_05625	pyrC	IX87_05625	pyrC	pyrC	""
N0.HOG0001322	GO593_12060	IX87_05600					
N0.HOG0001323	GO593_12385	IX87_20020					
N0.HOG0001324	GO593_12400						
N0.HOG0001325	GO593_12465	IX87_05280	hcaR, marR	marR_1	hcaR, marR	marR_1	""
N0.HOG0001326	GO593_12580	IX87_05145					
N0.HOG0001327	GO593_12590	IX87_05135					
N0.HOG0001328	GO593_12595	IX87_05130					
N0.HOG0001329	GO593_12600	IX87_05125	lysC	lysC	lysC	lysC	""
N0.HOG0001330	GO593_12910	IX87_04750	purA	IX87_04750	purA	purA	""
N0.HOG0001331	GO593_12925	IX87_04735					
N0.HOG0001332	GO593_12930	IX87_04730					
N0.HOG0001333	GO593_12935	IX87_04725					
N0.HOG0001334	GO593_12965	IX87_04695					
N0.HOG0001335	GO593_12975	IX87_04685					
N0.HOG0001336	GO593_13015	IX87_04660					
N0.HOG0001337	GO593_13055	IX87_04620					
N0.HOG0001338	GO593_13060	IX87_04615					
N0.HOG0001339	GO593_13155	IX87_04480					
N0.HOG0001340	GO593_13525	IX87_04375	cysS	IX87_04375	cysS	cysS	""
N0.HOG0001341	GO593_13530	IX87_04370	kdsD	kdsD	kdsD	kdsD	""
N0.HOG0001342	GO593_13535	IX87_04365	kdsC	kdsC	kdsC	kdsC	""
N0.HOG0001343	GO593_13545	IX87_04355	lptA	lptA	lptA	lptA	""
N0.HOG0001344	GO593_13550	IX87_04350	lptB	lptB	lptB	lptB	""
N0.HOG0001345	GO593_13610	IX87_04330					
N0.HOG0001346	GO593_13645	IX87_04295					
N0.HOG0001347	GO593_13875	IX87_03970					
N0.HOG0001348	GO593_13890	IX87_03955					
N0.HOG0001349	GO593_13905	IX87_03940					
N0.HOG0001350	GO593_13920	IX87_03925					
N0.HOG0001350	GO593_13920	IX87_01040					
N0.HOG0001350	GO593_13920	IX87_20215					
N0.HOG0001351	GO593_13925	IX87_03920					
N0.HOG0001352	GO593_13935	IX87_03910					
N0.HOG0001353	GO593_13940	IX87_03905					
N0.HOG0001354	GO593_13960	IX87_03885					
N0.HOG0001355	GO593_13975	IX87_03870					
N0.HOG0001356	GO593_14025	IX87_03815					
N0.HOG0001357	GO593_14035	IX87_03805					
N0.HOG0001358	GO593_14100	IX87_03740					
N0.HOG0001359	GO593_14340	IX87_03545					
N0.HOG0001359	GO593_14340	IX87_03510					
N0.HOG0001359	GO593_14360	IX87_03545					
N0.HOG0001359	GO593_14360	IX87_03510					
N0.HOG0001360	GO593_14470	IX87_03400					
N0.HOG0001361	GO593_14535	IX87_03320					
N0.HOG0001362	GO593_14650	IX87_03215					
N0.HOG0001363	GO593_14670	IX87_03175					
N0.HOG0001364	GO593_14725	IX87_03120					
N0.HOG0001365	GO593_14770	IX87_03075					
N0.HOG0001366	GO593_14815	IX87_03020					
N0.HOG0001367	GO593_14825	IX87_03010					
N0.HOG0001368	GO593_14920	IX87_02910					
N0.HOG0001369	GO593_14930	IX87_02900					
N0.HOG0001370	GO593_14940	IX87_02890					
N0.HOG0001371	GO593_14945	IX87_02885					
N0.HOG0001372	GO593_14950	IX87_02880					
N0.HOG0001373	GO593_14970	IX87_02860					
N0.HOG0001374	GO593_14975	IX87_02855					
N0.HOG0001375	GO593_15015	IX87_02815					
N0.HOG0001376	GO593_15065	IX87_02755					
N0.HOG0001377	GO593_15070	IX87_02750					
N0.HOG0001378	GO593_15075	IX87_02745					
N0.HOG0001379	GO593_15090	IX87_02730					
N0.HOG0001380	GO593_15185	IX87_02660					
N0.HOG0001381	GO593_15210	IX87_02635					
N0.HOG0001381	GO593_15210	IX87_19830					
N0.HOG0001381	GO593_16495	IX87_02635					
N0.HOG0001381	GO593_16495	IX87_19830					
N0.HOG0001382	GO593_15240	IX87_02595					
N0.HOG0001383	GO593_15245	IX87_02590					
N0.HOG0001384	GO593_15250	IX87_02585					
N0.HOG0001385	GO593_15255	IX87_02580					
N0.HOG0001386	GO593_15265	IX87_02565					
N0.HOG0001387	GO593_15275	IX87_02555					
N0.HOG0001388	GO593_15290	IX87_02540	metK	metK	metK	metK	""
N0.HOG0001389	GO593_15305	IX87_02525					
N0.HOG0001390	GO593_15325	IX87_02505					
N0.HOG0001391	GO593_15335	IX87_02495					
N0.HOG0001392	GO593_15345	IX87_02485					
N0.HOG0001393	GO593_15375	IX87_02445					
N0.HOG0001394	GO593_15385	IX87_02435					
N0.HOG0001395	GO593_15400	IX87_02420					
N0.HOG0001396	GO593_15405	IX87_02415					
N0.HOG0001397	GO593_15415	IX87_02405	pgk	pgk	pgk	pgk	""
N0.HOG0001398	GO593_15430	IX87_02390					
N0.HOG0001399	GO593_15435	IX87_02385	ostA, lptD	AIL77515.1	lptD	lptD	""
N0.HOG0001400	GO593_15450	IX87_02370					
N0.HOG0001401	GO593_15475	IX87_02345	msbA	IX87_02345	msbA	msbA	""
N0.HOG0001402	GO593_15480	IX87_02340	lpxK	lpxK	lpxK	lpxK	""
N0.HOG0001403	GO593_15485	IX87_02335	kdsB	IX87_02335	kdsB	kdsB	""
N0.HOG0001404	GO593_15490	IX87_02330	holB	AIL77504.1	holB	holB	""
N0.HOG0001405	GO593_15500	IX87_02320					
N0.HOG0001406	GO593_15535	IX87_02285					
N0.HOG0001407	GO593_15545	IX87_02275					
N0.HOG0001408	GO593_15555	IX87_02265	cmk	IX87_02265	cmk	cmk	""
N0.HOG0001409	GO593_15560	IX87_02260	rpsA	rpsA	rpsA	rpsA	""
N0.HOG0001410	GO593_15565	IX87_02255	ihfB, himD	ihfB	ihfB, himD	ihfB	""
N0.HOG0001411	GO593_15575	IX87_02245					
N0.HOG0001412	GO593_15600	IX87_18825					
N0.HOG0001413	GO593_15680	IX87_18905					
N0.HOG0001414	GO593_15690	IX87_18915					
N0.HOG0001415	GO593_15695	IX87_18920					
N0.HOG0001416	GO593_15700	IX87_18925					
N0.HOG0001417	GO593_15720	IX87_18945					
N0.HOG0001418	GO593_15735	IX87_18960	fdx, fdx2	fdx	fdx	fdx_2	""
N0.HOG0001419	GO593_15740	IX87_18965	hscA	hscA	hscA	hscA	""
N0.HOG0001420	GO593_15745	IX87_18970	hscB	hscB	hscB	hscB	""
N0.HOG0001421	GO593_15750	IX87_18975	iscA	iscA	iscA	iscA	""
N0.HOG0001422	GO593_15755	IX87_18980					
N0.HOG0001423	GO593_15765	IX87_18990	iscR	IX87_18990	iscR	iscR	""
N0.HOG0001424	GO593_15820	IX87_19050					
N0.HOG0001425	GO593_15885	IX87_19115					
N0.HOG0001426	GO593_15895	IX87_19130					
